BFN,BUS_PROF_NAME,FULL_ADDRESS,LICENSES,LIC_STATUS,ISSUE_DATE,END_DATE,ADDRESS_ID,ADDRESS_LINE1,ADDRESS_LINE2,CITY,STATE,ZIP,COUNCIL_DIST,POLICE_DIST,CENSUS_TRACT,NEIGHBORHOOD,ZONE_DISTRICT,X_COORD,Y_COORD
2002-BFN-88761,POUR HOUSE ON MARKET,1410 MARKET ST,LIQUOR - HOTEL AND RESTAURANT AND CABARET,LICENSE ISSUED - ACTIVE,2020-09-25 12:55:51,2022-04-01 00:00:00,54001.0,1410 Market St,None,Denver,CO,80202,9,6,01701,Union Station,D-LD,3140534.0,1697736.0
2019-BFN-0000593,FIRE ON THE MOUNTAIN BUFFALO WINGS,300 S LOGAN STSTE 102 ,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2021-08-25 12:40:45,2022-08-22 00:00:00,32598241.0,300 S Logan St Ste 102,None,Denver,CO,None,7,3,02901,Washington Park West,U-MS-2,3145573.0,1684250.0
2018-BFN-0004856,RITA'S LAW,2209 WELTON ,LIQUOR - HOTEL AND RESTAURANT AND CABARET,LICENSE ISSUED - ACTIVE,2020-11-02 10:19:50,2021-09-17 00:00:00,520000.0,2209 Welton St,None,Denver,CO,80205,9,6,02403,Five Points,D-AS-12+,3145087.0,1698603.0
2005-BFN-1016230,CHIPOTLE MEXICAN GRILL,7400 E 29TH AVE,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2021-03-19 17:29:09,2021-10-26 00:00:00,172189.0,7400 E 29th Ave,None,Denver,CO,80238,8,5,04105,Central Park,C-MU-20,3168154.0,1701351.0
2019-BFN-0005480,PARK HILL SUSHI CO,4900 E COLFAX AVEUNIT A ,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2021-08-25 12:24:40,2022-08-19 00:00:00,32615900.0,4900 E Colfax Ave Unit A,None,Denver,CO,80220,5,2,04302,Hale,U-MS-3,3160256.0,1694915.0
2002-BFN-41457,MAYFAIR LIQUORS,1385 KRAMERIA ST,LIQUOR - STORE,LICENSE ISSUED - ACTIVE,2021-08-25 09:05:04,2022-07-17 00:00:00,None,None,None,None,None,80220,5,2,04304,Montclair,PUD,3163958.0,1694247.0
2021-BFN-0001674,TREAT AMERICA FOOD SERVICES,1020 16TH ST,LIQUOR - HOTEL AND RESTAURANT,PENDING,2021-03-24 00:00:00,2021-03-22 12:41:18.000001,240216.0,1020 16th St,None,Denver,CO,80202,9,6,01702,CBD,D-TD,3141914.0,1697480.0
2015-BFN-0001084,LOS CARBONCITOS,3755 N PECOS ST,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2021-08-29 09:05:28,2022-07-30 00:00:00,186663.0,3757 N Pecos St,None,Denver,CO,80211,1,1,01102,Highland,U-MX-3,3138682.0,1705417.0
2019-BFN-0010617,KUMA'S CORNER,3500 DELGANY ST,LIQUOR - HOTEL AND RESTAURANT AND CABARET,DELINQUENT,2021-08-18 03:00:38,2021-08-17 00:00:00,32583142.0,3500 Delgany St,None,Denver,CO,80216,9,2,01600,Five Points,C-MX-12,3146345.0,1706159.0
2013-BFN-1068399,BAD DADDY'S BURGER BAR,240 N MILWAUKEE ST,LIQUOR - HOTEL AND RESTAURANT AND CABARET,LICENSE ISSUED - ACTIVE,2021-01-20 10:15:20,2021-12-18 00:00:00,84866.0,240 N Milwaukee St,None,Denver,CO,80206,10,3,03800,Cherry Creek,C-CCN-7,3154194.0,1687647.0
2001-BFN-5486,DENVER ATHLETIC CLUB,1325 GLENARM PL,LIQUOR - CLUB,LICENSE ISSUED - ACTIVE,2020-12-18 15:36:50,2021-12-31 00:00:00,54217.0,1325 Glenarm Pl,None,Denver,CO,80204,9,6,01702,CBD,D-C,3142381.0,1695445.0
2021-BFN-0005545,CABRON CABRON TAQUERIA,1043 N BROADWAY ,LIQUOR - HOTEL AND RESTAURANT,PENDING,2021-07-15 00:00:00,2021-07-14 15:43:12,175983.0,1043 N Broadway,None,Denver,CO,80203,10,6,02000,Civic Center,D-GT,3144096.0,1692238.0
2006-BFN-1022474,EARL'S KITCHEN + BAR,1600 GLENARM PLSUITE 140 ,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2020-11-09 09:38:31,2021-11-06 00:00:00,270567.0,1600 Glenarm Pl Unit 140,None,Denver,CO,80202,9,6,01702,CBD,D-C,3143476.0,1696290.0
2021-BFN-0006734,FRENCH FOR SUGAR - SWEETS & TREATS,1201 E COLFAX AVESTE 103 ,LIQUOR - BEER & WINE,PENDING,2021-08-20 00:00:00,2021-08-20 13:12:14,351768.0,1201 E Colfax Ave Ste 103,None,Denver,CO,80218,9,6,03102,City Park West,C-MS-5,3148498.0,1694930.0
2005-BFN-1018296,EBERT'S TERRACE,4900 HIMALAYA RD,LIQUOR - HOTEL AND RESTAURANT WITH OPTIONAL PREMISES AND CABARET,DELINQUENT,2021-07-12 03:00:20.000001,2021-07-11 00:00:00,172738.0,4900 N Himalaya Rd,None,Denver,CO,80249,11,5,08303,Gateway - Green Valley Ranch,R-MU-20,3209680.0,1712146.0
2001-BFN-92202,QDOBA MEXICAN EATS 2002,1533 MARKET ST,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2021-07-08 11:41:45,2022-02-28 00:00:00,53991.0,1533 Market St,None,Denver,CO,80202,9,6,01701,Union Station,D-LD,3140883.0,1698366.0
2002-BFN-89262,EL RANCHERITO MEXICAN FOOD,195 FEDERAL BLVD,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2021-07-08 11:56:43,2022-04-02 00:00:00,76154.0,195 N Federal Blvd,None,Denver,CO,80219-1532,3,4,00903,Barnum,E-MX-3,3133487.0,1687336.0
2005-BFN-1014723,STEUBEN'S,525 E 17TH AVE,LIQUOR - HOTEL AND RESTAURANT AND CABARET,LICENSE ISSUED - ACTIVE,2021-08-29 08:44:30,2022-08-03 00:00:00,55524.0,523 E 17th Ave,None,Denver,CO,80203,10,6,02601,North Capitol Hill,C-MS-8,3146173.0,1696089.0
2013-BFN-1066619,GOZO 2.0,30 S BROADWAY ,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2021-06-08 12:49:12,2022-01-04 00:00:00,80939.0,30 S Broadway,None,Denver,CO,80209,7,3,02802,Speer,G-MS-5,3144279.0,1686071.0
2012-BFN-1063820,WHOLE FOODS MARKET,7400 E HAMPDEN AVE # D-1 ,LIQUOR - FERMENTED MALT BEVERAGE,LICENSE ISSUED - ACTIVE,2021-02-22 14:30:53,2022-02-19 00:00:00,180030.0,7400 E Hampden Ave # D-1,None,Denver,CO,80231,4,3,06809,Hampden South,S-MX-3A,3168440.0,1663019.0
2011-BFN-1052459,ILLEGAL BURGER WRITER SQUARE,1512 LARIMER ST UNIT R-12 ,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2020-12-18 14:23:53,2021-11-04 00:00:00,270127.0,1512 Larimer St Unit 12R,None,Denver,CO,80202,9,6,01701,Union Station,D-C,3141264.0,1697908.0
2019-BFN-0010649,LIFE HOUSE LOHI,3638 N NAVAJO ST,LIQUOR - HOTEL AND RESTAURANT AND CABARET,LICENSE ISSUED - ACTIVE,2021-03-01 15:16:38,2022-01-29 00:00:00,43716.0,3638 N Navajo St,None,Denver,CO,80211,1,1,01102,Highland,U-MX-3,3139424.0,1704865.0
2014-BFN-1074710,REGIS CONVENIENCE STORE,5001 LOWELL BLVD,LIQUOR - FERMENTED MALT BEVERAGE,LICENSE ISSUED - ACTIVE,2020-10-12 08:51:11,2021-08-30 00:00:00,26564.0,5001 N Lowell Blvd,None,Denver,CO,80221,1,1,00101,Regis,U-MX-3,3130660.0,1712093.0
2014-BFN-0004462,DC PIE CO,2223 E COLFAX ,LIQUOR - HOTEL AND RESTAURANT AND CABARET,DELINQUENT,2021-08-03 03:00:18,2021-08-02 00:00:00,187921.0,2223 E Colfax Ave,None,Denver,CO,80206,9,6,03102,City Park West,C-MS-5,3151775.0,1694953.0
2001-BFN-5764,POLISH CLUB OF DENVER,3121 W ALAMEDA AVE,LIQUOR - CLUB,LICENSE ISSUED - ACTIVE,2021-02-24 07:39:55,2021-12-28 00:00:00,246424.0,3121 W Alameda Ave,None,Denver,CO,80219,3,4,00903,Barnum,E-MX-3,3133169.0,1684363.0
2020-BFN-0002938,KUM & GO 2303,3253 S PARKER RD,LIQUOR - FERMENTED MALT BEVERAGE,LICENSE ISSUED - ACTIVE,2020-11-19 07:59:17,2021-11-17 00:00:00,148129.0,3253 S Parker Rd,None,Denver,CO,80014,4,3,07006,Kennedy,B-3,3182995.0,1665506.0
2001-BFN-75178,DOMO RESTAURANT,1365 N OSAGE ST,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2020-12-30 12:13:12,2021-12-14 00:00:00,68546.0,1365 N Osage St,None,Denver,CO,80204,3,1,01900,Lincoln Park,G-MX-3,3139025.0,1694113.0
2014-BFN-1072553,JOHN'S LIQUORS,1816 E COLFAX AVE,LIQUOR - STORE,DELINQUENT,2021-08-23 08:01:46,2021-08-22 00:00:00,176606.0,1816 E Colfax Ave,None,Denver,CO,80218,10,6,03201,Cheesman Park,G-MS-5,3150272.0,1694774.0
2002-BFN-94538,PETE'S GREEK TOWN CAFE INC,2910 E COLFAX AVE,LIQUOR - HOTEL AND RESTAURANT AND CABARET,DELINQUENT,2021-08-02 03:00:23,2021-08-01 00:00:00,62106.0,2910 E Colfax Ave,None,Denver,CO,80206,10,2,03702,Congress Park,U-MS-3,3153919.0,1694812.0
2017-BFN-0000887,PETE'S SPECIALTY WINES,5600 E CEDAR AVE,LIQUOR - STORE,LICENSE ISSUED - ACTIVE,2021-06-25 13:48:47,2022-06-05 00:00:00,133426.0,5600 E Cedar Ave,None,Denver,CO,80224,5,3,04306,Hilltop,E-MX-2X,3162586.0,1685065.0
2018-BFN-0003211,SONNY'S TACOS,2200 MARKET STUNIT 114 ,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2020-08-25 14:01:17,2022-06-15 00:00:00,270140.0,2200 Market St Unit 114,None,Denver,CO,None,9,6,01600,Five Points,R-MU-30,3143213.0,1700483.0
2013-BFN-1064197,COFFEE AT THE POINT,710 E 26TH AVE,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2021-06-28 05:04:07,2022-04-29 00:00:00,168559.0,710 E 26th Ave,None,Denver,CO,80205,9,2,02402,Five Points,C-MX-5,3146774.0,1700133.0
2002-BFN-71895,KING SOOPERS #72,2750 S COLORADO BLVD,LIQUOR - FERMENTED MALT BEVERAGE,LICENSE ISSUED - ACTIVE,2021-06-25 12:32:40,2022-06-15 00:00:00,143820.0,2750 S Colorado Blvd,None,Denver,CO,80222,4,3,04003,University Hills,B-3,3158421.0,1668211.0
2008-BFN-1031369,MAYAN LOUNGE,110 BROADWAY ,LIQUOR - LODGING AND ENTERTAINMENT,LICENSE ISSUED - ACTIVE,2021-06-28 12:52:20,2022-05-28 00:00:00,164299.0,110 N Broadway,None,Denver,CO,80203-3917,7,3,02802,Speer,B-4,3144253.0,1687108.0
2016-BFN-0001708,HUHOT MONGOLIAN GRILL,8336 E NORTHFIELD BLVD,LIQUOR - HOTEL AND RESTAURANT,DELINQUENT,2021-07-19 03:00:20.000001,2021-07-18 00:00:00,261212.0,8336 E Northfield Blvd,None,Denver,CO,80238,8,5,04105,Central Park,C-MU-20,3171210.0,1709984.0
2007-BFN-1030451,TYCOON RAMEN & SUSHI BAR,338 E COLFAX AVE,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2020-10-06 14:06:47,2021-11-01 00:00:00,None,None,None,None,None,80203,10,6,02701,Capitol Hill,C-MS-8,3145533.0,1694803.0
2012-BFN-1061908,SYRUP DOWNTOWN,999 18TH STSUITE 105 ,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2021-02-01 07:48:22,2021-12-11 00:00:00,55115.0,999 18th St,None,Denver,CO,80202,9,6,01702,CBD,D-C,3143027.0,1698178.0
2012-BFN-1060658,TEJON STREET LIQUORS,4560 N TEJON ST,LIQUOR - STORE,LICENSE ISSUED - ACTIVE,2020-12-21 08:05:55,2021-12-27 00:00:00,32436.0,4560 N Tejon St,None,Denver,CO,80211,1,1,00202,Sunnyside,U-SU-C,3137455.0,1709062.0
2006-BFN-1023430,CHAFFEE PARK LIQUORS,4836 N PECOS ST,LIQUOR - STORE,LICENSE ISSUED - ACTIVE,2021-02-22 16:12:17,2022-04-11 00:00:00,176298.0,4836 N Pecos St,None,Denver,CO,80221,1,1,00201,Chaffee Park,E-CC-3X,3138921.0,1710914.0
2017-BFN-0009142,LEVEN DELI,1200 N BANNOCK ST,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2021-07-09 12:31:37.000001,2022-05-01 00:00:00,162993.0,1200 N Bannock St,None,Denver,CO,80204,10,6,02000,Civic Center,D-GT,3143410.0,1693212.0
2016-BFN-0003271,CORNER RAMEN,1629 E BRUCE RANDOLPH AVE,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2021-06-22 09:23:09,2022-01-17 00:00:00,40351.0,1629 E Bruce Randolph Ave,None,Denver,CO,80205,9,2,03601,Cole,U-MS-3,3149716.0,1703842.0
2021-BFN-0003268,PLINTH GALLERY,3520 N BRIGHTON BLVD,LIQUOR - ART GALLERY PERMIT,LICENSE ISSUED - ACTIVE,2021-07-01 00:00:00,2022-04-15 00:00:00,42249.0,3520 N Brighton Blvd,None,Denver,CO,80216,9,2,01600,Five Points,C-MX-8,3146702.0,1705945.0
2004-BFN-1010707,SCRUFFY MURPHYS,2030 LARIMER ST,LIQUOR - TAVERN AND CABARET,LICENSE ISSUED - ACTIVE,2020-09-23 13:58:52,2021-09-28 00:00:00,166523.0,2030 Larimer St,None,Denver,CO,80205,9,6,01600,Five Points,C-MX-8,3142890.0,1699621.0
2013-BFN-1066715,SATCHEL'S ON 6TH,1710 E 6TH AVE,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2020-09-09 10:49:09,2021-09-05 00:00:00,183530.0,1710 E 6th Ave,None,Denver,CO,80218,10,3,03203,Country Club,PUD,3149994.0,1689567.0
2021-BFN-0005845,DAVE'S HOT CHICKEN,1615 PLATTE STSTE 105 ,LIQUOR - BEER & WINE,PENDING,2021-07-26 00:00:00,2021-07-23 15:23:46,32690808.0,1615 Platte St Ste 105,None,Denver,CO,80202,1,1,01102,Highland,C-MX-5,3138307.0,1701212.0
2001-BFN-92280,WARWICK HOTEL DENVER,1776 N GRANT ST,LIQUOR - HOTEL AND RESTAURANT AND CABARET,LICENSE ISSUED - ACTIVE,2020-11-09 09:00:34,2021-11-02 00:00:00,55541.0,1776 N Grant St,None,Denver,CO,80203,10,6,02601,North Capitol Hill,C-MX-12,3145339.0,1696437.0
2005-BFN-1017843,FENWAY PARK,1055 BROADWAY ,LIQUOR - TAVERN,DELINQUENT,2021-08-11 03:00:31,2021-08-10 00:00:00,176593.0,1055 N Broadway,None,Denver,CO,80203,10,6,02000,Civic Center,D-GT,3144095.0,1692309.0
2012-BFN-1058343,7-ELEVEN STORE 23664B,2396 S FEDERAL BLVD,LIQUOR - FERMENTED MALT BEVERAGE,DELINQUENT,2021-04-17 11:06:08,2021-12-10 00:00:00,117865.0,2396 S Federal Blvd,None,Denver,CO,80219,7,4,05400,College View - South Platte,S-MX-3,3133796.0,1670603.0
2008-BFN-1037945,LOHI STEAKBAR,3200 TEJON ST,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2021-06-28 04:37:52,2022-04-21 00:00:00,169031.0,3200 N Tejon St,None,Denver,CO,80211,1,1,01102,Highland,C-MX-5,3137479.0,1702852.0
2001-BFN-15365,MILE HI VETERANS,1717 FEDERAL BLVD,LIQUOR - CLUB,LICENSE ISSUED - ACTIVE,2020-09-17 10:58:49,2021-09-28 00:00:00,None,None,None,None,None,80211,3,1,00702,West Colfax,C-MX-5,3133373.0,1696384.0
2015-BFN-0002237,BAKER WINE AND SPIRITS,440 N BROADWAY ,LIQUOR - STORE,LICENSE ISSUED - ACTIVE,2021-02-01 13:11:09.000001,2022-01-07 00:00:00,501962.0,440 N Broadway,None,Denver,CO,80203,7,3,02802,Speer,B-8,3144204.0,1688747.0
2021-BFN-0002341,ONEFOLD,1919 19TH ST,LIQUOR - HOTEL AND RESTAURANT,PENDING,2021-04-21 00:00:00,2021-04-16 13:42:26.000001,378663.0,1919 19th St,None,Denver,CO,80202,9,6,01701,Union Station,PUD,3140914.0,1700654.0
2010-BFN-1049164,SWEET GINGER ASIAN BISTRO & SUSHI,2710 E 3RD AVE,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2020-12-29 14:01:23,2021-12-19 00:00:00,191766.0,2710 E 3rd Ave,None,Denver,CO,80206,10,3,03800,Cherry Creek,C-CCN-5,3153202.0,1687877.0
2018-BFN-0008689,TIVOLI BREWING COMPANY TAPHOUSE,900 AURARIA PKWYUNIT 240 ,LIQUOR - BREW PUB,LICENSE ISSUED - ACTIVE,2021-05-16 18:59:49,2022-03-13 00:00:00,264059.0,900 Auraria Pkwy Unit 240,None,Denver,CO,80204,9,1,01900,Auraria,CMP-EI,3139286.0,1696887.0
2002-BFN-100808,MARCZYK FINE WINES,770 E 17TH AVE,LIQUOR - STORE,LICENSE ISSUED - ACTIVE,2021-01-11 13:04:01,2021-12-11 00:00:00,172063.0,770 E 17th Ave,None,Denver,CO,80203,10,6,02602,North Capitol Hill,C-MS-5,3146814.0,1695936.0
2011-BFN-1055765,DIVE INN,1380 S BROADWAY ,LIQUOR - TAVERN AND CABARET,LICENSE ISSUED - ACTIVE,2020-11-20 09:45:50,2021-11-01 00:00:00,104328.0,1380 S Broadway,None,Denver,CO,80210,7,3,03001,Platt Park,U-MS-3,3144341.0,1677171.0
2005-BFN-1016824,HJM WINE & SPIRITS,2016 W 32ND AVE,LIQUOR - STORE,LICENSE ISSUED - ACTIVE,2021-03-10 11:13:37,2022-02-20 00:00:00,185079.0,2016 W 32nd Ave,None,Denver,CO,80211,1,1,00402,Highland,C-MX-3,3137284.0,1702778.0
2006-BFN-1019918,QUEBEC DISCOUNT LIQUOR,1050 S QUEBEC ST,LIQUOR - STORE,LICENSE ISSUED - ACTIVE,2020-10-01 08:33:43,2021-10-06 00:00:00,None,None,None,None,None,80231,6,3,05002,Washington Virginia Vale,PUD,3167903.0,1678933.0
2005-BFN-1017333,LOLA,1575 BOULDER ST #C ,LIQUOR - HOTEL AND RESTAURANT AND CABARET,LICENSE ISSUED - ACTIVE,2020-11-06 09:47:38,2021-12-15 00:00:00,264289.0,1575 Boulder St Unit C,None,Denver,CO,80211,1,1,00402,Highland,C-MX-5,3137486.0,1701805.0
2003-BFN-1006998,THAI BAO VIETNAMESE RESTAURANT,5115 FEDERAL BLVD #16 ,LIQUOR - BEER & WINE,LICENSE ISSUED - ACTIVE,2021-04-12 15:47:49,2022-03-07 00:00:00,270110.0,5115 N Federal Blvd Ste 16,None,Denver,CO,80221,1,1,00101,Regis,B-3,3133034.0,1712952.0
2016-BFN-0007924,AMBLI DTC,6799 E BELLEVIEW AVE,LIQUOR - HOTEL AND RESTAURANT AND CABARET,LICENSE ISSUED - ACTIVE,2021-07-28 12:39:22,2022-03-01 00:00:00,247818.0,6799 E Belleview Ave,None,Denver,CO,80237,4,3,06701,Southmoor Park,T-MU-30,3166980.0,1652852.0
2008-BFN-1032043,ROOT DOWN,1600 W 33RD AVE,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2021-07-29 12:21:21,2022-06-25 00:00:00,44098.0,1600 W 33rd Ave,None,Denver,CO,80211,1,1,01102,Highland,U-MX-3,3138988.0,1703207.0
2018-BFN-0008061,7-ELEVEN STORE 39859H,7260 E 36TH AVE,LIQUOR - FERMENTED MALT BEVERAGE,LICENSE ISSUED - ACTIVE,2021-04-07 14:33:27,2022-04-16 00:00:00,32571888.0,7260 E 36th Ave,None,Denver,CO,None,8,2,04102,Northeast Park Hill,S-MX-5,3167554.0,1704896.0
2012-BFN-1057945,VINE STREET PUB & BREWERY,1700 VINE ST,LIQUOR - BREW PUB AND CABARET,LICENSE ISSUED - ACTIVE,2021-03-02 16:06:02,2022-04-03 00:00:00,246197.0,1700 N Vine St,None,Denver,CO,80206,9,6,03102,City Park West,PUD,3151286.0,1696112.0
2013-BFN-1067471,7-ELEVEN STORE 36019H,1800 WELTON ST,LIQUOR - FERMENTED MALT BEVERAGE,LICENSE ISSUED - ACTIVE,2021-04-01 00:00:00,2021-12-10 00:00:00,55275.0,1800 Welton St,None,Denver,CO,80202,9,6,01702,CBD,D-C,3143871.0,1697134.0
2002-BFN-99977,MILE HIGH STATION,2027 W COLFAX AVE,LIQUOR - TAVERN AND CABARET,LICENSE ISSUED - ACTIVE,2021-05-24 08:54:33.000001,2022-04-22 00:00:00,68855.0,2027 W Colfax Ave,None,Denver,CO,80204,3,1,01900,Lincoln Park,C-MX-5,3135999.0,1694859.0
2008-BFN-1034560,PHOENICIAN KABOB,5709 E COLFAX AVE,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2020-10-26 13:42:24,2021-10-20 00:00:00,227583.0,5709 E Colfax Ave,None,Denver,CO,80220,8,2,04202,South Park Hill,U-MS-3,3162894.0,1695113.0
2014-BFN-1072773,SHEPES' SPORTS BAR & GRILL,7800 E COLFAX AVE,LIQUOR - HOTEL AND RESTAURANT AND CABARET,LICENSE ISSUED - ACTIVE,2021-05-10 10:18:30.000001,2021-12-10 00:00:00,125629.0,7800 E Colfax Ave,None,Denver,CO,80220,5,2,04404,East Colfax,E-MS-3,3169503.0,1694866.0
2005-BFN-1015061,ANTHONY'S PIZZA AND PASTA CO14,7472 E 29TH AVE,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2020-09-25 11:32:06,2022-07-25 00:00:00,180816.0,7472 E 29th Ave,None,Denver,CO,80238,8,5,04105,Central Park,C-MU-20,3168179.0,1701382.0
2004-BFN-1008638,THE WALNUT ROOM,3131 WALNUT ST,LIQUOR - TAVERN AND CABARET,LICENSE ISSUED - ACTIVE,2021-08-25 07:49:13,2022-07-05 00:00:00,None,None,None,None,None,80205,9,2,01600,Five Points,I-MX-3,3146249.0,1703761.0
2002-BFN-56939,CHIHUAHUA,2250 S FEDERAL BLVD,LIQUOR - HOTEL AND RESTAURANT,DELINQUENT,2021-06-30 08:07:02,2021-06-29 00:00:00,116511.0,2250 S Federal Blvd,None,Denver,CO,80219,7,4,05400,College View - South Platte,S-MX-3,3133872.0,1671539.0
2006-BFN-1023755,MAZEVO  MEDITERRANEAN EATERY,3961 N TENNYSON ST,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2021-05-04 00:00:00,2022-01-03 00:00:00,28409.0,3961 N Tennyson St,None,Denver,CO,80212,1,1,00301,Berkeley,U-MS-3,3128072.0,1706485.0
2015-BFN-0000687,BLUE ISLAND OYSTER BAR,2625 E 2ND AVE,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2021-06-16 14:46:46,2022-05-12 00:00:00,178847.0,2625 E 2nd Ave,None,Denver,CO,80206,10,3,03800,Cherry Creek,C-MX-8,3152815.0,1687439.0
2002-BFN-49506,TOWER LIQUORS,18611 GREEN VALLEY RANCH BLVD 110 ,LIQUOR - STORE,LICENSE ISSUED - ACTIVE,2020-12-23 11:11:41,2021-12-04 00:00:00,360260.0,18611 Green Valley Ranch Blvd Unit 110,None,Denver,CO,80249,11,5,08303,Gateway - Green Valley Ranch,C-MU-20,3205652.0,1711669.0
2011-BFN-1051744,DIABLO'S CANTINA,718 SHERIDAN BLVD,LIQUOR - TAVERN AND CABARET,DELINQUENT,2021-06-28 03:00:38,2021-06-27 00:00:00,72587.0,718 N Sheridan Blvd,None,Denver,CO,80214,3,1,00904,Villa Park,C-MX-5,3125847.0,1690489.0
2017-BFN-0004359,SOUTH BROADWAY COUNTRY CLUB,2265 S BROADWAY ,LIQUOR - LODGING AND ENTERTAINMENT,DELINQUENT,2021-08-29 03:00:29,2021-08-28 00:00:00,114792.0,2265 S Broadway,None,Denver,CO,80210,7,3,01403,Overland,U-MS-3,3144124.0,1671298.0
2015-BFN-0002841,DEL FRISCO'S GRILLE,100 SAINT PAUL SUITE 140 ,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2020-09-25 08:53:41,2021-09-22 00:00:00,348923.0,100 N Saint Paul St,None,Denver,CO,80206,10,3,03800,Cherry Creek,C-CCN-12,3154564.0,1686933.0
2007-BFN-1029515,7-ELEVEN STORE 21899A,5195 W BYRON PL,LIQUOR - FERMENTED MALT BEVERAGE,LICENSE ISSUED - ACTIVE,2021-02-16 08:30:40,2022-02-28 00:00:00,51676.0,5195 W Byron Pl,None,Denver,CO,80212,1,1,00501,Sloan Lake,U-MX-3,3125716.0,1699579.0
2013-BFN-1069689,VILLA PARK LIQUORS,3455 W 10TH AVE,LIQUOR - STORE,LICENSE ISSUED - ACTIVE,2021-05-18 11:29:36,2022-05-04 00:00:00,69856.0,3455 W 10th Ave,None,Denver,CO,80204,3,1,00905,Villa Park,E-MX-2X,3131496.0,1692266.0
2003-BFN-1007004,LUCA D'ITALIA,711 GRANT ST,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2021-01-28 15:07:29,2022-02-03 00:00:00,261661.0,711 N Grant St,None,Denver,CO,80203,10,6,02702,Capitol Hill,C-MX-8,3145195.0,1690300.0
2018-BFN-0000460,CHIPOTLE MEXICAN GRILL,4490 N PEORIA ST,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2021-06-29 08:57:03,2022-05-13 00:00:00,12086.0,4490 N Peoria St,None,Denver,CO,80239,8,5,08312,Montbello,S-MX-12,3183672.0,1708812.0
2020-BFN-0000780,ALLEGRO COFFEE COMPANY,4040 N TENNYSON ST,LIQUOR - FERMENTED MALT BEVERAGE,LICENSE ISSUED - ACTIVE,2021-07-23 11:04:19,2022-06-10 00:00:00,29040.0,4040 N Tennyson St,None,Denver,CO,80212,1,1,00301,Berkeley,U-MS-3,3128208.0,1706538.0
2020-BFN-0005698,BURGERIM TOWER,6691 N TOWER RDSTE 105 ,LIQUOR - BEER & WINE,LICENSE ISSUED - ACTIVE,2021-03-09 07:51:07,2022-02-11 00:00:00,1547859.0,6691 N Tower Rd Ste 105,None,Denver,CO,80249,11,5,08313,DIA,C-MU-20,3204371.0,1723577.0
2010-BFN-1047670,7-ELEVEN STORE 23867A,1499 S FEDERAL BLVD,LIQUOR - FERMENTED MALT BEVERAGE,LICENSE ISSUED - ACTIVE,2020-12-29 12:59:50,2021-11-01 00:00:00,101142.0,1499 S Federal Blvd,None,Denver,CO,80219,3,4,04602,Mar Lee,E-CC-3X,3133559.0,1676492.0
2010-BFN-1047439,PLAYERS PUB,8 S BROADWAY ,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2021-07-08 11:11:59,2022-04-29 00:00:00,351695.0,8 S Broadway,None,Denver,CO,80209,7,3,02802,Speer,G-MS-5,3144279.0,1686215.0
